crop,soil_type,growth_stage,n_status,p_status,k_status,recommended_fertilizer,dosage_kg_per_acre,application_method,advisory_en,advisory_hi,advisory_bho,advisory_pa,advisory_mr,source_type,review_status
maize,clay,vegetative,low,balanced,balanced,Urea + FYM,63,split_dose_root_zone,"For maize at vegetative, apply Urea + FYM (63 kg/acre) via split_dose_root_zone and re-check in 7 days.",maize के vegetative चरण में Urea + FYM (63 kg/acre) split_dose_root_zone से दें और 7 दिन बाद जांच करें।,maize के vegetative दौर में Urea + FYM (63 kg/acre) split_dose_root_zone से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ Urea + FYM (63 kg/acre) split_dose_root_zone ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या vegetative टप्प्यात Urea + FYM (63 kg/acre) split_dose_root_zone ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,clay,vegetative,balanced,low,balanced,DAP / SSP blend,46,basal_application,"For maize at vegetative, apply DAP / SSP blend (46 kg/acre) via basal_application and re-check in 7 days.",maize के vegetative चरण में DAP / SSP blend (46 kg/acre) basal_application से दें और 7 दिन बाद जांच करें।,maize के vegetative दौर में DAP / SSP blend (46 kg/acre) basal_application से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ DAP / SSP blend (46 kg/acre) basal_application ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या vegetative टप्प्यात DAP / SSP blend (46 kg/acre) basal_application ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,clay,vegetative,balanced,balanced,low,MOP (Muriate of Potash),41,side_dressing,"For maize at vegetative, apply MOP (Muriate of Potash) (41 kg/acre) via side_dressing and re-check in 7 days.",maize के vegetative चरण में MOP (Muriate of Potash) (41 kg/acre) side_dressing से दें और 7 दिन बाद जांच करें।,maize के vegetative दौर में MOP (Muriate of Potash) (41 kg/acre) side_dressing से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ MOP (Muriate of Potash) (41 kg/acre) side_dressing ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या vegetative टप्प्यात MOP (Muriate of Potash) (41 kg/acre) side_dressing ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,clay,vegetative,balanced,balanced,balanced,NPK 19:19:19 balanced feed,39,foliar_plus_basal,"For maize at vegetative, apply NPK 19:19:19 balanced feed (39 kg/acre) via foliar_plus_basal and re-check in 7 days.",maize के vegetative चरण में NPK 19:19:19 balanced feed (39 kg/acre) foliar_plus_basal से दें और 7 दिन बाद जांच करें।,maize के vegetative दौर में NPK 19:19:19 balanced feed (39 kg/acre) foliar_plus_basal से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ NPK 19:19:19 balanced feed (39 kg/acre) foliar_plus_basal ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या vegetative टप्प्यात NPK 19:19:19 balanced feed (39 kg/acre) foliar_plus_basal ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,clay,vegetative,high,balanced,balanced,Biofertilizer + irrigation flush,32,soil_correction,"For maize at vegetative, apply Biofertilizer + irrigation flush (32 kg/acre) via soil_correction and re-check in 7 days.",maize के vegetative चरण में Biofertilizer + irrigation flush (32 kg/acre) soil_correction से दें और 7 दिन बाद जांच करें।,maize के vegetative दौर में Biofertilizer + irrigation flush (32 kg/acre) soil_correction से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ Biofertilizer + irrigation flush (32 kg/acre) soil_correction ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या vegetative टप्प्यात Biofertilizer + irrigation flush (32 kg/acre) soil_correction ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,sandy_loam,vegetative,low,balanced,balanced,Urea + FYM,61,split_dose_root_zone,"For maize at vegetative, apply Urea + FYM (61 kg/acre) via split_dose_root_zone and re-check in 7 days.",maize के vegetative चरण में Urea + FYM (61 kg/acre) split_dose_root_zone से दें और 7 दिन बाद जांच करें।,maize के vegetative दौर में Urea + FYM (61 kg/acre) split_dose_root_zone से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ Urea + FYM (61 kg/acre) split_dose_root_zone ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या vegetative टप्प्यात Urea + FYM (61 kg/acre) split_dose_root_zone ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,sandy_loam,vegetative,balanced,low,balanced,DAP / SSP blend,54,basal_application,"For maize at vegetative, apply DAP / SSP blend (54 kg/acre) via basal_application and re-check in 7 days.",maize के vegetative चरण में DAP / SSP blend (54 kg/acre) basal_application से दें और 7 दिन बाद जांच करें।,maize के vegetative दौर में DAP / SSP blend (54 kg/acre) basal_application से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ DAP / SSP blend (54 kg/acre) basal_application ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या vegetative टप्प्यात DAP / SSP blend (54 kg/acre) basal_application ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,sandy_loam,vegetative,balanced,balanced,low,MOP (Muriate of Potash),49,side_dressing,"For maize at vegetative, apply MOP (Muriate of Potash) (49 kg/acre) via side_dressing and re-check in 7 days.",maize के vegetative चरण में MOP (Muriate of Potash) (49 kg/acre) side_dressing से दें और 7 दिन बाद जांच करें।,maize के vegetative दौर में MOP (Muriate of Potash) (49 kg/acre) side_dressing से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ MOP (Muriate of Potash) (49 kg/acre) side_dressing ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या vegetative टप्प्यात MOP (Muriate of Potash) (49 kg/acre) side_dressing ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,sandy_loam,vegetative,balanced,balanced,balanced,NPK 19:19:19 balanced feed,33,foliar_plus_basal,"For maize at vegetative, apply NPK 19:19:19 balanced feed (33 kg/acre) via foliar_plus_basal and re-check in 7 days.",maize के vegetative चरण में NPK 19:19:19 balanced feed (33 kg/acre) foliar_plus_basal से दें और 7 दिन बाद जांच करें।,maize के vegetative दौर में NPK 19:19:19 balanced feed (33 kg/acre) foliar_plus_basal से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ NPK 19:19:19 balanced feed (33 kg/acre) foliar_plus_basal ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या vegetative टप्प्यात NPK 19:19:19 balanced feed (33 kg/acre) foliar_plus_basal ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,sandy_loam,vegetative,high,balanced,balanced,Biofertilizer + irrigation flush,27,soil_correction,"For maize at vegetative, apply Biofertilizer + irrigation flush (27 kg/acre) via soil_correction and re-check in 7 days.",maize के vegetative चरण में Biofertilizer + irrigation flush (27 kg/acre) soil_correction से दें और 7 दिन बाद जांच करें।,maize के vegetative दौर में Biofertilizer + irrigation flush (27 kg/acre) soil_correction से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ vegetative ਪੜਾਅ ਵਿੱਚ Biofertilizer + irrigation flush (27 kg/acre) soil_correction ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या vegetative टप्प्यात Biofertilizer + irrigation flush (27 kg/acre) soil_correction ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,loamy,flowering_fruiting,low,balanced,balanced,Urea + FYM,57,split_dose_root_zone,"For maize at flowering_fruiting, apply Urea + FYM (57 kg/acre) via split_dose_root_zone and re-check in 7 days.",maize के flowering_fruiting चरण में Urea + FYM (57 kg/acre) split_dose_root_zone से दें और 7 दिन बाद जांच करें।,maize के flowering_fruiting दौर में Urea + FYM (57 kg/acre) split_dose_root_zone से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ flowering_fruiting ਪੜਾਅ ਵਿੱਚ Urea + FYM (57 kg/acre) split_dose_root_zone ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या flowering_fruiting टप्प्यात Urea + FYM (57 kg/acre) split_dose_root_zone ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,loamy,flowering_fruiting,balanced,low,balanced,DAP / SSP blend,42,basal_application,"For maize at flowering_fruiting, apply DAP / SSP blend (42 kg/acre) via basal_application and re-check in 7 days.",maize के flowering_fruiting चरण में DAP / SSP blend (42 kg/acre) basal_application से दें और 7 दिन बाद जांच करें।,maize के flowering_fruiting दौर में DAP / SSP blend (42 kg/acre) basal_application से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ flowering_fruiting ਪੜਾਅ ਵਿੱਚ DAP / SSP blend (42 kg/acre) basal_application ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या flowering_fruiting टप्प्यात DAP / SSP blend (42 kg/acre) basal_application ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,loamy,flowering_fruiting,balanced,balanced,low,MOP (Muriate of Potash),45,side_dressing,"For maize at flowering_fruiting, apply MOP (Muriate of Potash) (45 kg/acre) via side_dressing and re-check in 7 days.",maize के flowering_fruiting चरण में MOP (Muriate of Potash) (45 kg/acre) side_dressing से दें और 7 दिन बाद जांच करें।,maize के flowering_fruiting दौर में MOP (Muriate of Potash) (45 kg/acre) side_dressing से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ flowering_fruiting ਪੜਾਅ ਵਿੱਚ MOP (Muriate of Potash) (45 kg/acre) side_dressing ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या flowering_fruiting टप्प्यात MOP (Muriate of Potash) (45 kg/acre) side_dressing ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,loamy,flowering_fruiting,balanced,balanced,balanced,NPK 19:19:19 balanced feed,30,foliar_plus_basal,"For maize at flowering_fruiting, apply NPK 19:19:19 balanced feed (30 kg/acre) via foliar_plus_basal and re-check in 7 days.",maize के flowering_fruiting चरण में NPK 19:19:19 balanced feed (30 kg/acre) foliar_plus_basal से दें और 7 दिन बाद जांच करें।,maize के flowering_fruiting दौर में NPK 19:19:19 balanced feed (30 kg/acre) foliar_plus_basal से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ flowering_fruiting ਪੜਾਅ ਵਿੱਚ NPK 19:19:19 balanced feed (30 kg/acre) foliar_plus_basal ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या flowering_fruiting टप्प्यात NPK 19:19:19 balanced feed (30 kg/acre) foliar_plus_basal ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,loamy,flowering_fruiting,high,balanced,balanced,Biofertilizer + irrigation flush,27,soil_correction,"For maize at flowering_fruiting, apply Biofertilizer + irrigation flush (27 kg/acre) via soil_correction and re-check in 7 days.",maize के flowering_fruiting चरण में Biofertilizer + irrigation flush (27 kg/acre) soil_correction से दें और 7 दिन बाद जांच करें।,maize के flowering_fruiting दौर में Biofertilizer + irrigation flush (27 kg/acre) soil_correction से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ flowering_fruiting ਪੜਾਅ ਵਿੱਚ Biofertilizer + irrigation flush (27 kg/acre) soil_correction ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या flowering_fruiting टप्प्यात Biofertilizer + irrigation flush (27 kg/acre) soil_correction ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,clay,flowering_fruiting,low,balanced,balanced,Urea + FYM,57,split_dose_root_zone,"For maize at flowering_fruiting, apply Urea + FYM (57 kg/acre) via split_dose_root_zone and re-check in 7 days.",maize के flowering_fruiting चरण में Urea + FYM (57 kg/acre) split_dose_root_zone से दें और 7 दिन बाद जांच करें।,maize के flowering_fruiting दौर में Urea + FYM (57 kg/acre) split_dose_root_zone से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ flowering_fruiting ਪੜਾਅ ਵਿੱਚ Urea + FYM (57 kg/acre) split_dose_root_zone ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या flowering_fruiting टप्प्यात Urea + FYM (57 kg/acre) split_dose_root_zone ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,clay,flowering_fruiting,balanced,low,balanced,DAP / SSP blend,40,basal_application,"For maize at flowering_fruiting, apply DAP / SSP blend (40 kg/acre) via basal_application and re-check in 7 days.",maize के flowering_fruiting चरण में DAP / SSP blend (40 kg/acre) basal_application से दें और 7 दिन बाद जांच करें।,maize के flowering_fruiting दौर में DAP / SSP blend (40 kg/acre) basal_application से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ flowering_fruiting ਪੜਾਅ ਵਿੱਚ DAP / SSP blend (40 kg/acre) basal_application ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या flowering_fruiting टप्प्यात DAP / SSP blend (40 kg/acre) basal_application ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,clay,flowering_fruiting,balanced,balanced,low,MOP (Muriate of Potash),37,side_dressing,"For maize at flowering_fruiting, apply MOP (Muriate of Potash) (37 kg/acre) via side_dressing and re-check in 7 days.",maize के flowering_fruiting चरण में MOP (Muriate of Potash) (37 kg/acre) side_dressing से दें और 7 दिन बाद जांच करें।,maize के flowering_fruiting दौर में MOP (Muriate of Potash) (37 kg/acre) side_dressing से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ flowering_fruiting ਪੜਾਅ ਵਿੱਚ MOP (Muriate of Potash) (37 kg/acre) side_dressing ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या flowering_fruiting टप्प्यात MOP (Muriate of Potash) (37 kg/acre) side_dressing ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,clay,flowering_fruiting,balanced,balanced,balanced,NPK 19:19:19 balanced feed,31,foliar_plus_basal,"For maize at flowering_fruiting, apply NPK 19:19:19 balanced feed (31 kg/acre) via foliar_plus_basal and re-check in 7 days.",maize के flowering_fruiting चरण में NPK 19:19:19 balanced feed (31 kg/acre) foliar_plus_basal से दें और 7 दिन बाद जांच करें।,maize के flowering_fruiting दौर में NPK 19:19:19 balanced feed (31 kg/acre) foliar_plus_basal से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ flowering_fruiting ਪੜਾਅ ਵਿੱਚ NPK 19:19:19 balanced feed (31 kg/acre) foliar_plus_basal ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या flowering_fruiting टप्प्यात NPK 19:19:19 balanced feed (31 kg/acre) foliar_plus_basal ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,clay,flowering_fruiting,high,balanced,balanced,Biofertilizer + irrigation flush,27,soil_correction,"For maize at flowering_fruiting, apply Biofertilizer + irrigation flush (27 kg/acre) via soil_correction and re-check in 7 days.",maize के flowering_fruiting चरण में Biofertilizer + irrigation flush (27 kg/acre) soil_correction से दें और 7 दिन बाद जांच करें।,maize के flowering_fruiting दौर में Biofertilizer + irrigation flush (27 kg/acre) soil_correction से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ flowering_fruiting ਪੜਾਅ ਵਿੱਚ Biofertilizer + irrigation flush (27 kg/acre) soil_correction ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या flowering_fruiting टप्प्यात Biofertilizer + irrigation flush (27 kg/acre) soil_correction ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,sandy_loam,flowering_fruiting,low,balanced,balanced,Urea + FYM,52,split_dose_root_zone,"For maize at flowering_fruiting, apply Urea + FYM (52 kg/acre) via split_dose_root_zone and re-check in 7 days.",maize के flowering_fruiting चरण में Urea + FYM (52 kg/acre) split_dose_root_zone से दें और 7 दिन बाद जांच करें।,maize के flowering_fruiting दौर में Urea + FYM (52 kg/acre) split_dose_root_zone से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ flowering_fruiting ਪੜਾਅ ਵਿੱਚ Urea + FYM (52 kg/acre) split_dose_root_zone ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या flowering_fruiting टप्प्यात Urea + FYM (52 kg/acre) split_dose_root_zone ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,sandy_loam,flowering_fruiting,balanced,low,balanced,DAP / SSP blend,41,basal_application,"For maize at flowering_fruiting, apply DAP / SSP blend (41 kg/acre) via basal_application and re-check in 7 days.",maize के flowering_fruiting चरण में DAP / SSP blend (41 kg/acre) basal_application से दें और 7 दिन बाद जांच करें।,maize के flowering_fruiting दौर में DAP / SSP blend (41 kg/acre) basal_application से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ flowering_fruiting ਪੜਾਅ ਵਿੱਚ DAP / SSP blend (41 kg/acre) basal_application ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या flowering_fruiting टप्प्यात DAP / SSP blend (41 kg/acre) basal_application ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,sandy_loam,flowering_fruiting,balanced,balanced,low,MOP (Muriate of Potash),45,side_dressing,"For maize at flowering_fruiting, apply MOP (Muriate of Potash) (45 kg/acre) via side_dressing and re-check in 7 days.",maize के flowering_fruiting चरण में MOP (Muriate of Potash) (45 kg/acre) side_dressing से दें और 7 दिन बाद जांच करें।,maize के flowering_fruiting दौर में MOP (Muriate of Potash) (45 kg/acre) side_dressing से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ flowering_fruiting ਪੜਾਅ ਵਿੱਚ MOP (Muriate of Potash) (45 kg/acre) side_dressing ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या flowering_fruiting टप्प्यात MOP (Muriate of Potash) (45 kg/acre) side_dressing ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,sandy_loam,flowering_fruiting,balanced,balanced,balanced,NPK 19:19:19 balanced feed,32,foliar_plus_basal,"For maize at flowering_fruiting, apply NPK 19:19:19 balanced feed (32 kg/acre) via foliar_plus_basal and re-check in 7 days.",maize के flowering_fruiting चरण में NPK 19:19:19 balanced feed (32 kg/acre) foliar_plus_basal से दें और 7 दिन बाद जांच करें।,maize के flowering_fruiting दौर में NPK 19:19:19 balanced feed (32 kg/acre) foliar_plus_basal से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ flowering_fruiting ਪੜਾਅ ਵਿੱਚ NPK 19:19:19 balanced feed (32 kg/acre) foliar_plus_basal ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या flowering_fruiting टप्प्यात NPK 19:19:19 balanced feed (32 kg/acre) foliar_plus_basal ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,sandy_loam,flowering_fruiting,high,balanced,balanced,Biofertilizer + irrigation flush,27,soil_correction,"For maize at flowering_fruiting, apply Biofertilizer + irrigation flush (27 kg/acre) via soil_correction and re-check in 7 days.",maize के flowering_fruiting चरण में Biofertilizer + irrigation flush (27 kg/acre) soil_correction से दें और 7 दिन बाद जांच करें।,maize के flowering_fruiting दौर में Biofertilizer + irrigation flush (27 kg/acre) soil_correction से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ flowering_fruiting ਪੜਾਅ ਵਿੱਚ Biofertilizer + irrigation flush (27 kg/acre) soil_correction ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या flowering_fruiting टप्प्यात Biofertilizer + irrigation flush (27 kg/acre) soil_correction ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,loamy,grain_fill,low,balanced,balanced,Urea + FYM,58,split_dose_root_zone,"For maize at grain_fill, apply Urea + FYM (58 kg/acre) via split_dose_root_zone and re-check in 7 days.",maize के grain_fill चरण में Urea + FYM (58 kg/acre) split_dose_root_zone से दें और 7 दिन बाद जांच करें।,maize के grain_fill दौर में Urea + FYM (58 kg/acre) split_dose_root_zone से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ grain_fill ਪੜਾਅ ਵਿੱਚ Urea + FYM (58 kg/acre) split_dose_root_zone ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या grain_fill टप्प्यात Urea + FYM (58 kg/acre) split_dose_root_zone ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,loamy,grain_fill,balanced,low,balanced,DAP / SSP blend,55,basal_application,"For maize at grain_fill, apply DAP / SSP blend (55 kg/acre) via basal_application and re-check in 7 days.",maize के grain_fill चरण में DAP / SSP blend (55 kg/acre) basal_application से दें और 7 दिन बाद जांच करें।,maize के grain_fill दौर में DAP / SSP blend (55 kg/acre) basal_application से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ grain_fill ਪੜਾਅ ਵਿੱਚ DAP / SSP blend (55 kg/acre) basal_application ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या grain_fill टप्प्यात DAP / SSP blend (55 kg/acre) basal_application ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,loamy,grain_fill,balanced,balanced,low,MOP (Muriate of Potash),41,side_dressing,"For maize at grain_fill, apply MOP (Muriate of Potash) (41 kg/acre) via side_dressing and re-check in 7 days.",maize के grain_fill चरण में MOP (Muriate of Potash) (41 kg/acre) side_dressing से दें और 7 दिन बाद जांच करें।,maize के grain_fill दौर में MOP (Muriate of Potash) (41 kg/acre) side_dressing से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ grain_fill ਪੜਾਅ ਵਿੱਚ MOP (Muriate of Potash) (41 kg/acre) side_dressing ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या grain_fill टप्प्यात MOP (Muriate of Potash) (41 kg/acre) side_dressing ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,loamy,grain_fill,balanced,balanced,balanced,NPK 19:19:19 balanced feed,34,foliar_plus_basal,"For maize at grain_fill, apply NPK 19:19:19 balanced feed (34 kg/acre) via foliar_plus_basal and re-check in 7 days.",maize के grain_fill चरण में NPK 19:19:19 balanced feed (34 kg/acre) foliar_plus_basal से दें और 7 दिन बाद जांच करें।,maize के grain_fill दौर में NPK 19:19:19 balanced feed (34 kg/acre) foliar_plus_basal से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ grain_fill ਪੜਾਅ ਵਿੱਚ NPK 19:19:19 balanced feed (34 kg/acre) foliar_plus_basal ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या grain_fill टप्प्यात NPK 19:19:19 balanced feed (34 kg/acre) foliar_plus_basal ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,loamy,grain_fill,high,balanced,balanced,Biofertilizer + irrigation flush,35,soil_correction,"For maize at grain_fill, apply Biofertilizer + irrigation flush (35 kg/acre) via soil_correction and re-check in 7 days.",maize के grain_fill चरण में Biofertilizer + irrigation flush (35 kg/acre) soil_correction से दें और 7 दिन बाद जांच करें।,maize के grain_fill दौर में Biofertilizer + irrigation flush (35 kg/acre) soil_correction से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ grain_fill ਪੜਾਅ ਵਿੱਚ Biofertilizer + irrigation flush (35 kg/acre) soil_correction ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या grain_fill टप्प्यात Biofertilizer + irrigation flush (35 kg/acre) soil_correction ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
maize,clay,grain_fill,low,balanced,balanced,Urea + FYM,57,split_dose_root_zone,"For maize at grain_fill, apply Urea + FYM (57 kg/acre) via split_dose_root_zone and re-check in 7 days.",maize के grain_fill चरण में Urea + FYM (57 kg/acre) split_dose_root_zone से दें और 7 दिन बाद जांच करें।,maize के grain_fill दौर में Urea + FYM (57 kg/acre) split_dose_root_zone से दीं आ 7 दिन बाद फेर जांच करीं।,maize ਦੇ grain_fill ਪੜਾਅ ਵਿੱਚ Urea + FYM (57 kg/acre) split_dose_root_zone ਨਾਲ ਦਿਓ ਅਤੇ 7 ਦਿਨ ਬਾਅਦ ਮੁੜ ਜਾਂਚੋ।,maize च्या grain_fill टप्प्यात Urea + FYM (57 kg/acre) split_dose_root_zone ने द्या आणि 7 दिवसांनी पुन्हा तपासा.,generated_baseline,needs_agronomist_review
