crop,stage,weather_risk,care_area,priority,advice_en,advice_hi,advice_bho,advice_pa,advice_mr,frequency,source_type,review_status
Wheat,nursery,high,disease_watch,urgent,"For Wheat during nursery stage under high disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Wheat में nursery stage पर high disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Wheat में nursery stage पर high disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Wheat ਵਿੱਚ nursery stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Wheat मध्ये nursery stage आणि high disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Wheat,nursery,critical,irrigation,urgent,"For Wheat during nursery stage under critical disease-weather pressure, keep moisture even and avoid long dry-wet swings.",Wheat में nursery stage पर critical disease-weather pressure होने पर keep moisture even and avoid long dry-wet swings।,Wheat में nursery stage पर critical disease-weather pressure रहे त keep moisture even and avoid long dry-wet swings।,Wheat ਵਿੱਚ nursery stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Wheat मध्ये nursery stage आणि critical disease-weather pressure असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Wheat,nursery,critical,nutrition,urgent,"For Wheat during nursery stage under critical disease-weather pressure, support crop with balanced nutrition and avoid excess nitrogen.",Wheat में nursery stage पर critical disease-weather pressure होने पर support crop with balanced nutrition and avoid excess nitrogen।,Wheat में nursery stage पर critical disease-weather pressure रहे त support crop with balanced nutrition and avoid excess nitrogen।,Wheat ਵਿੱਚ nursery stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Wheat मध्ये nursery stage आणि critical disease-weather pressure असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Wheat,nursery,critical,canopy,urgent,"For Wheat during nursery stage under critical disease-weather pressure, keep canopy open for airflow and light entry.",Wheat में nursery stage पर critical disease-weather pressure होने पर keep canopy open for airflow and light entry।,Wheat में nursery stage पर critical disease-weather pressure रहे त keep canopy open for airflow and light entry।,Wheat ਵਿੱਚ nursery stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Wheat मध्ये nursery stage आणि critical disease-weather pressure असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Wheat,nursery,critical,scouting,urgent,"For Wheat during nursery stage under critical disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Wheat में nursery stage पर critical disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Wheat में nursery stage पर critical disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Wheat ਵਿੱਚ nursery stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Wheat मध्ये nursery stage आणि critical disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Wheat,nursery,critical,disease_watch,urgent,"For Wheat during nursery stage under critical disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Wheat में nursery stage पर critical disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Wheat में nursery stage पर critical disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Wheat ਵਿੱਚ nursery stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Wheat मध्ये nursery stage आणि critical disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Wheat,vegetative,low,irrigation,planned,"For Wheat during vegetative stage under stable weather, keep moisture even and avoid long dry-wet swings.",Wheat में vegetative stage पर stable weather होने पर keep moisture even and avoid long dry-wet swings।,Wheat में vegetative stage पर stable weather रहे त keep moisture even and avoid long dry-wet swings।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Wheat मध्ये vegetative stage आणि stable weather असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Wheat,vegetative,low,nutrition,planned,"For Wheat during vegetative stage under stable weather, support crop with balanced nutrition and avoid excess nitrogen.",Wheat में vegetative stage पर stable weather होने पर support crop with balanced nutrition and avoid excess nitrogen।,Wheat में vegetative stage पर stable weather रहे त support crop with balanced nutrition and avoid excess nitrogen।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Wheat मध्ये vegetative stage आणि stable weather असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Wheat,vegetative,low,canopy,planned,"For Wheat during vegetative stage under stable weather, keep canopy open for airflow and light entry.",Wheat में vegetative stage पर stable weather होने पर keep canopy open for airflow and light entry।,Wheat में vegetative stage पर stable weather रहे त keep canopy open for airflow and light entry।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Wheat मध्ये vegetative stage आणि stable weather असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Wheat,vegetative,low,scouting,planned,"For Wheat during vegetative stage under stable weather, walk field twice weekly and mark suspicious patches early.",Wheat में vegetative stage पर stable weather होने पर walk field twice weekly and mark suspicious patches early।,Wheat में vegetative stage पर stable weather रहे त walk field twice weekly and mark suspicious patches early।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Wheat मध्ये vegetative stage आणि stable weather असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Wheat,vegetative,low,disease_watch,planned,"For Wheat during vegetative stage under stable weather, walk field twice weekly and mark suspicious patches early.",Wheat में vegetative stage पर stable weather होने पर walk field twice weekly and mark suspicious patches early।,Wheat में vegetative stage पर stable weather रहे त walk field twice weekly and mark suspicious patches early।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Wheat मध्ये vegetative stage आणि stable weather असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Wheat,vegetative,medium,irrigation,planned,"For Wheat during vegetative stage under moderate weather fluctuation, keep moisture even and avoid long dry-wet swings.",Wheat में vegetative stage पर moderate weather fluctuation होने पर keep moisture even and avoid long dry-wet swings।,Wheat में vegetative stage पर moderate weather fluctuation रहे त keep moisture even and avoid long dry-wet swings।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Wheat मध्ये vegetative stage आणि moderate weather fluctuation असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Wheat,vegetative,medium,nutrition,planned,"For Wheat during vegetative stage under moderate weather fluctuation, support crop with balanced nutrition and avoid excess nitrogen.",Wheat में vegetative stage पर moderate weather fluctuation होने पर support crop with balanced nutrition and avoid excess nitrogen।,Wheat में vegetative stage पर moderate weather fluctuation रहे त support crop with balanced nutrition and avoid excess nitrogen।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Wheat मध्ये vegetative stage आणि moderate weather fluctuation असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Wheat,vegetative,medium,canopy,planned,"For Wheat during vegetative stage under moderate weather fluctuation, keep canopy open for airflow and light entry.",Wheat में vegetative stage पर moderate weather fluctuation होने पर keep canopy open for airflow and light entry।,Wheat में vegetative stage पर moderate weather fluctuation रहे त keep canopy open for airflow and light entry।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Wheat मध्ये vegetative stage आणि moderate weather fluctuation असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Wheat,vegetative,medium,scouting,planned,"For Wheat during vegetative stage under moderate weather fluctuation, walk field twice weekly and mark suspicious patches early.",Wheat में vegetative stage पर moderate weather fluctuation होने पर walk field twice weekly and mark suspicious patches early।,Wheat में vegetative stage पर moderate weather fluctuation रहे त walk field twice weekly and mark suspicious patches early।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Wheat मध्ये vegetative stage आणि moderate weather fluctuation असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Wheat,vegetative,medium,disease_watch,planned,"For Wheat during vegetative stage under moderate weather fluctuation, walk field twice weekly and mark suspicious patches early.",Wheat में vegetative stage पर moderate weather fluctuation होने पर walk field twice weekly and mark suspicious patches early।,Wheat में vegetative stage पर moderate weather fluctuation रहे त walk field twice weekly and mark suspicious patches early।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Wheat मध्ये vegetative stage आणि moderate weather fluctuation असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Wheat,vegetative,high,irrigation,urgent,"For Wheat during vegetative stage under high disease-weather pressure, keep moisture even and avoid long dry-wet swings.",Wheat में vegetative stage पर high disease-weather pressure होने पर keep moisture even and avoid long dry-wet swings।,Wheat में vegetative stage पर high disease-weather pressure रहे त keep moisture even and avoid long dry-wet swings।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Wheat मध्ये vegetative stage आणि high disease-weather pressure असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Wheat,vegetative,high,nutrition,urgent,"For Wheat during vegetative stage under high disease-weather pressure, support crop with balanced nutrition and avoid excess nitrogen.",Wheat में vegetative stage पर high disease-weather pressure होने पर support crop with balanced nutrition and avoid excess nitrogen।,Wheat में vegetative stage पर high disease-weather pressure रहे त support crop with balanced nutrition and avoid excess nitrogen।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Wheat मध्ये vegetative stage आणि high disease-weather pressure असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Wheat,vegetative,high,canopy,urgent,"For Wheat during vegetative stage under high disease-weather pressure, keep canopy open for airflow and light entry.",Wheat में vegetative stage पर high disease-weather pressure होने पर keep canopy open for airflow and light entry।,Wheat में vegetative stage पर high disease-weather pressure रहे त keep canopy open for airflow and light entry।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Wheat मध्ये vegetative stage आणि high disease-weather pressure असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Wheat,vegetative,high,scouting,urgent,"For Wheat during vegetative stage under high disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Wheat में vegetative stage पर high disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Wheat में vegetative stage पर high disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Wheat मध्ये vegetative stage आणि high disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Wheat,vegetative,high,disease_watch,urgent,"For Wheat during vegetative stage under high disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Wheat में vegetative stage पर high disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Wheat में vegetative stage पर high disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Wheat मध्ये vegetative stage आणि high disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Wheat,vegetative,critical,irrigation,urgent,"For Wheat during vegetative stage under critical disease-weather pressure, keep moisture even and avoid long dry-wet swings.",Wheat में vegetative stage पर critical disease-weather pressure होने पर keep moisture even and avoid long dry-wet swings।,Wheat में vegetative stage पर critical disease-weather pressure रहे त keep moisture even and avoid long dry-wet swings।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Wheat मध्ये vegetative stage आणि critical disease-weather pressure असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Wheat,vegetative,critical,nutrition,urgent,"For Wheat during vegetative stage under critical disease-weather pressure, support crop with balanced nutrition and avoid excess nitrogen.",Wheat में vegetative stage पर critical disease-weather pressure होने पर support crop with balanced nutrition and avoid excess nitrogen।,Wheat में vegetative stage पर critical disease-weather pressure रहे त support crop with balanced nutrition and avoid excess nitrogen।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Wheat मध्ये vegetative stage आणि critical disease-weather pressure असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Wheat,vegetative,critical,canopy,urgent,"For Wheat during vegetative stage under critical disease-weather pressure, keep canopy open for airflow and light entry.",Wheat में vegetative stage पर critical disease-weather pressure होने पर keep canopy open for airflow and light entry।,Wheat में vegetative stage पर critical disease-weather pressure रहे त keep canopy open for airflow and light entry।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Wheat मध्ये vegetative stage आणि critical disease-weather pressure असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Wheat,vegetative,critical,scouting,urgent,"For Wheat during vegetative stage under critical disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Wheat में vegetative stage पर critical disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Wheat में vegetative stage पर critical disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Wheat मध्ये vegetative stage आणि critical disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Wheat,vegetative,critical,disease_watch,urgent,"For Wheat during vegetative stage under critical disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Wheat में vegetative stage पर critical disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Wheat में vegetative stage पर critical disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Wheat ਵਿੱਚ vegetative stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Wheat मध्ये vegetative stage आणि critical disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,low,irrigation,planned,"For Wheat during flowering and fruiting stage under stable weather, keep moisture even and avoid long dry-wet swings.",Wheat में flowering and fruiting stage पर stable weather होने पर keep moisture even and avoid long dry-wet swings।,Wheat में flowering and fruiting stage पर stable weather रहे त keep moisture even and avoid long dry-wet swings।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Wheat मध्ये flowering and fruiting stage आणि stable weather असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,low,nutrition,planned,"For Wheat during flowering and fruiting stage under stable weather, support crop with balanced nutrition and avoid excess nitrogen.",Wheat में flowering and fruiting stage पर stable weather होने पर support crop with balanced nutrition and avoid excess nitrogen।,Wheat में flowering and fruiting stage पर stable weather रहे त support crop with balanced nutrition and avoid excess nitrogen।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Wheat मध्ये flowering and fruiting stage आणि stable weather असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,low,canopy,planned,"For Wheat during flowering and fruiting stage under stable weather, keep canopy open for airflow and light entry.",Wheat में flowering and fruiting stage पर stable weather होने पर keep canopy open for airflow and light entry।,Wheat में flowering and fruiting stage पर stable weather रहे त keep canopy open for airflow and light entry।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Wheat मध्ये flowering and fruiting stage आणि stable weather असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,low,scouting,planned,"For Wheat during flowering and fruiting stage under stable weather, walk field twice weekly and mark suspicious patches early.",Wheat में flowering and fruiting stage पर stable weather होने पर walk field twice weekly and mark suspicious patches early।,Wheat में flowering and fruiting stage पर stable weather रहे त walk field twice weekly and mark suspicious patches early।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Wheat मध्ये flowering and fruiting stage आणि stable weather असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,low,disease_watch,planned,"For Wheat during flowering and fruiting stage under stable weather, walk field twice weekly and mark suspicious patches early.",Wheat में flowering and fruiting stage पर stable weather होने पर walk field twice weekly and mark suspicious patches early।,Wheat में flowering and fruiting stage पर stable weather रहे त walk field twice weekly and mark suspicious patches early।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ stable weather ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Wheat मध्ये flowering and fruiting stage आणि stable weather असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,medium,irrigation,planned,"For Wheat during flowering and fruiting stage under moderate weather fluctuation, keep moisture even and avoid long dry-wet swings.",Wheat में flowering and fruiting stage पर moderate weather fluctuation होने पर keep moisture even and avoid long dry-wet swings।,Wheat में flowering and fruiting stage पर moderate weather fluctuation रहे त keep moisture even and avoid long dry-wet swings।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Wheat मध्ये flowering and fruiting stage आणि moderate weather fluctuation असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,medium,nutrition,planned,"For Wheat during flowering and fruiting stage under moderate weather fluctuation, support crop with balanced nutrition and avoid excess nitrogen.",Wheat में flowering and fruiting stage पर moderate weather fluctuation होने पर support crop with balanced nutrition and avoid excess nitrogen।,Wheat में flowering and fruiting stage पर moderate weather fluctuation रहे त support crop with balanced nutrition and avoid excess nitrogen।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Wheat मध्ये flowering and fruiting stage आणि moderate weather fluctuation असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,medium,canopy,planned,"For Wheat during flowering and fruiting stage under moderate weather fluctuation, keep canopy open for airflow and light entry.",Wheat में flowering and fruiting stage पर moderate weather fluctuation होने पर keep canopy open for airflow and light entry।,Wheat में flowering and fruiting stage पर moderate weather fluctuation रहे त keep canopy open for airflow and light entry।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Wheat मध्ये flowering and fruiting stage आणि moderate weather fluctuation असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,medium,scouting,planned,"For Wheat during flowering and fruiting stage under moderate weather fluctuation, walk field twice weekly and mark suspicious patches early.",Wheat में flowering and fruiting stage पर moderate weather fluctuation होने पर walk field twice weekly and mark suspicious patches early।,Wheat में flowering and fruiting stage पर moderate weather fluctuation रहे त walk field twice weekly and mark suspicious patches early।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Wheat मध्ये flowering and fruiting stage आणि moderate weather fluctuation असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,medium,disease_watch,planned,"For Wheat during flowering and fruiting stage under moderate weather fluctuation, walk field twice weekly and mark suspicious patches early.",Wheat में flowering and fruiting stage पर moderate weather fluctuation होने पर walk field twice weekly and mark suspicious patches early।,Wheat में flowering and fruiting stage पर moderate weather fluctuation रहे त walk field twice weekly and mark suspicious patches early।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ moderate weather fluctuation ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Wheat मध्ये flowering and fruiting stage आणि moderate weather fluctuation असताना walk field twice weekly and mark suspicious patches early.,weekly,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,high,irrigation,urgent,"For Wheat during flowering and fruiting stage under high disease-weather pressure, keep moisture even and avoid long dry-wet swings.",Wheat में flowering and fruiting stage पर high disease-weather pressure होने पर keep moisture even and avoid long dry-wet swings।,Wheat में flowering and fruiting stage पर high disease-weather pressure रहे त keep moisture even and avoid long dry-wet swings।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Wheat मध्ये flowering and fruiting stage आणि high disease-weather pressure असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,high,nutrition,urgent,"For Wheat during flowering and fruiting stage under high disease-weather pressure, support crop with balanced nutrition and avoid excess nitrogen.",Wheat में flowering and fruiting stage पर high disease-weather pressure होने पर support crop with balanced nutrition and avoid excess nitrogen।,Wheat में flowering and fruiting stage पर high disease-weather pressure रहे त support crop with balanced nutrition and avoid excess nitrogen।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Wheat मध्ये flowering and fruiting stage आणि high disease-weather pressure असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,high,canopy,urgent,"For Wheat during flowering and fruiting stage under high disease-weather pressure, keep canopy open for airflow and light entry.",Wheat में flowering and fruiting stage पर high disease-weather pressure होने पर keep canopy open for airflow and light entry।,Wheat में flowering and fruiting stage पर high disease-weather pressure रहे त keep canopy open for airflow and light entry।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Wheat मध्ये flowering and fruiting stage आणि high disease-weather pressure असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,high,scouting,urgent,"For Wheat during flowering and fruiting stage under high disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Wheat में flowering and fruiting stage पर high disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Wheat में flowering and fruiting stage पर high disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Wheat मध्ये flowering and fruiting stage आणि high disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,high,disease_watch,urgent,"For Wheat during flowering and fruiting stage under high disease-weather pressure, walk field twice weekly and mark suspicious patches early.",Wheat में flowering and fruiting stage पर high disease-weather pressure होने पर walk field twice weekly and mark suspicious patches early।,Wheat में flowering and fruiting stage पर high disease-weather pressure रहे त walk field twice weekly and mark suspicious patches early।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ high disease-weather pressure ਹੋਵੇ ਤਾਂ walk field twice weekly and mark suspicious patches early।,Wheat मध्ये flowering and fruiting stage आणि high disease-weather pressure असताना walk field twice weekly and mark suspicious patches early.,daily,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,critical,irrigation,urgent,"For Wheat during flowering and fruiting stage under critical disease-weather pressure, keep moisture even and avoid long dry-wet swings.",Wheat में flowering and fruiting stage पर critical disease-weather pressure होने पर keep moisture even and avoid long dry-wet swings।,Wheat में flowering and fruiting stage पर critical disease-weather pressure रहे त keep moisture even and avoid long dry-wet swings।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ keep moisture even and avoid long dry-wet swings।,Wheat मध्ये flowering and fruiting stage आणि critical disease-weather pressure असताना keep moisture even and avoid long dry-wet swings.,weekly,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,critical,nutrition,urgent,"For Wheat during flowering and fruiting stage under critical disease-weather pressure, support crop with balanced nutrition and avoid excess nitrogen.",Wheat में flowering and fruiting stage पर critical disease-weather pressure होने पर support crop with balanced nutrition and avoid excess nitrogen।,Wheat में flowering and fruiting stage पर critical disease-weather pressure रहे त support crop with balanced nutrition and avoid excess nitrogen।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ support crop with balanced nutrition and avoid excess nitrogen।,Wheat मध्ये flowering and fruiting stage आणि critical disease-weather pressure असताना support crop with balanced nutrition and avoid excess nitrogen.,weekly,generated_baseline,needs_agronomist_review
Wheat,flowering_fruiting,critical,canopy,urgent,"For Wheat during flowering and fruiting stage under critical disease-weather pressure, keep canopy open for airflow and light entry.",Wheat में flowering and fruiting stage पर critical disease-weather pressure होने पर keep canopy open for airflow and light entry।,Wheat में flowering and fruiting stage पर critical disease-weather pressure रहे त keep canopy open for airflow and light entry।,Wheat ਵਿੱਚ flowering and fruiting stage ਦੌਰਾਨ critical disease-weather pressure ਹੋਵੇ ਤਾਂ keep canopy open for airflow and light entry।,Wheat मध्ये flowering and fruiting stage आणि critical disease-weather pressure असताना keep canopy open for airflow and light entry.,weekly,generated_baseline,needs_agronomist_review
