record_type,disease_class,crop,disease_name,health_status,pathogen_type,stage,severity,medicine_name,active_ingredient,dosage_per_liter,dosage_per_acre,spray_interval_days,waiting_period_days,recovery_window_days,irrigation_advice,cultural_control,chemical_control,precautionary_notes,escalation_rule,summary_en,summary_hi,summary_bho,summary_pa,summary_mr,source_type,evidence_level,review_status
disease_protocol,Peach___Bacterial_spot,Peach,Bacterial spot,attention,bacteria,flowering_fruiting,critical,Copper-based bactericide,Copper oxychloride / copper hydroxide,2.64 g/L,384.0 g/acre,5,5,10,Avoid overhead irrigation and keep leaf wetness low.,"Remove infected leaves, improve spacing, and avoid field work in wet conditions.",Use protective copper spray and rotate chemistry in repeated outbreaks.,Do not overdose copper; repeated heavy use can stress foliage.,Escalate if spotting reaches fruit or tender new growth.,"Critical risk detected in Peach during flowering or fruiting stage. Start with Copper-based bactericide, follow remove infected leaves, improve spacing, and avoid field work in wet conditions., and review field in 48 hours.","आड़ू में fकमering or fruiting stage पर गंभीर स्तर का जोखिम दिख रहा है। Copper-based bactericide से शुरुआत करें, संक्रमित पत्तियों को हटाएँ, पौधों के बीच दूरी बढ़ाएँ और गीली मिट्टी में काम न करें। और 48 घंटे बाद खेत दोबारा देखें।","Peach में flowering or fruiting stage पर critical स्तर के समस्या दिख रहल बा। पहिले Copper-based bactericide से काम शुरू करीं, Remove infected leaves, improve spacing, and avoid field work in wet conditions. आ 48 घंटा बाद फेर जांच करीं।","ਆੜੂ ਵਿੱਚ fਘੱਟering or fruiting stage ਦੌਰਾਨ ਗੰਭੀਰ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। Copper-based bactericide ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਬਿਮਾਰ ਪੱਤਿਆਂ ਨੂੰ ਹਟਾਓ, ਪੌਦਿਆਂ ਵਿਚਕਾਰ ਦੂਰੀ ਬਣਾਈ ਰੱਖੋ ਅਤੇ ਗਿੱਲੇ ਖੇਤ ਵਿੱਚ ਕੰਮ ਨਾ ਕਰੋ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Peach मध्ये flowering or fruiting stage दरम्यान critical पातळीचा धोका दिसतो आहे. Copper-based bactericide पासून सुरुवात करा, Remove infected leaves, improve spacing, and avoid field work in wet conditions. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Peach___healthy,Peach,healthy,healthy,physiology,nursery,low,No chemical treatment required,Not applicable,0,0,0,0,0,Maintain balanced irrigation for Peach during nursery or early transplant stage.,"Continue scouting, remove dead leaves, and keep field airflow open.",No chemical intervention recommended.,Avoid unnecessary spraying when crop is healthy.,Escalate only if new lesions spread after re-scan.,"Low risk detected in Peach during nursery or early transplant stage. Start with No chemical treatment required, follow continue scouting, remove dead leaves, and keep field airflow open., and review field in 48 hours.","आड़ू में नर्सरी अवस्था पर कम स्तर का जोखिम दिख रहा है। किसी रसायन की आवश्यकता नहीं से शुरुआत करें, निगरानी जारी रखें, सूखी पत्तियाँ हटाएँ और खेत में हवा का बहाव बनाए रखें। और 48 घंटे बाद खेत दोबारा देखें।","Peach में nursery or early transplant stage पर low स्तर के समस्या दिख रहल बा। पहिले No chemical treatment required से काम शुरू करीं, Continue scouting, remove dead leaves, and keep field airflow open. आ 48 घंटा बाद फेर जांच करीं।","ਆੜੂ ਵਿੱਚ ਨਰਸਰੀ ਅਵਸਥਾ ਦੌਰਾਨ ਘੱਟ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਕਿਸੇ ਰਸਾਇਣ ਦੀ ਲੋੜ ਨਹੀਂ ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਨਿਗਰਾਨੀ ਜਾਰੀ ਰੱਖੋ, ਸੁੱਕੇ ਪੱਤੇ ਹਟਾਓ ਅਤੇ ਖੇਤ ਵਿੱਚ ਹਵਾ ਦਾ ਵਹਾਅ ਬਣਾਈ ਰੱਖੋ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Peach मध्ये nursery or early transplant stage दरम्यान low पातळीचा धोका दिसतो आहे. No chemical treatment required पासून सुरुवात करा, Continue scouting, remove dead leaves, and keep field airflow open. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Peach___healthy,Peach,healthy,healthy,physiology,nursery,medium,No chemical treatment required,Not applicable,0,0,0,0,0,Maintain balanced irrigation for Peach during nursery or early transplant stage.,"Continue scouting, remove dead leaves, and keep field airflow open.",No chemical intervention recommended.,Avoid unnecessary spraying when crop is healthy.,Escalate only if new lesions spread after re-scan.,"Medium risk detected in Peach during nursery or early transplant stage. Start with No chemical treatment required, follow continue scouting, remove dead leaves, and keep field airflow open., and review field in 48 hours.","आड़ू में नर्सरी अवस्था पर मध्यम स्तर का जोखिम दिख रहा है। किसी रसायन की आवश्यकता नहीं से शुरुआत करें, निगरानी जारी रखें, सूखी पत्तियाँ हटाएँ और खेत में हवा का बहाव बनाए रखें। और 48 घंटे बाद खेत दोबारा देखें।","Peach में nursery or early transplant stage पर medium स्तर के समस्या दिख रहल बा। पहिले No chemical treatment required से काम शुरू करीं, Continue scouting, remove dead leaves, and keep field airflow open. आ 48 घंटा बाद फेर जांच करीं।","ਆੜੂ ਵਿੱਚ ਨਰਸਰੀ ਅਵਸਥਾ ਦੌਰਾਨ ਦਰਮਿਆਨਾ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਕਿਸੇ ਰਸਾਇਣ ਦੀ ਲੋੜ ਨਹੀਂ ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਨਿਗਰਾਨੀ ਜਾਰੀ ਰੱਖੋ, ਸੁੱਕੇ ਪੱਤੇ ਹਟਾਓ ਅਤੇ ਖੇਤ ਵਿੱਚ ਹਵਾ ਦਾ ਵਹਾਅ ਬਣਾਈ ਰੱਖੋ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Peach मध्ये nursery or early transplant stage दरम्यान medium पातळीचा धोका दिसतो आहे. No chemical treatment required पासून सुरुवात करा, Continue scouting, remove dead leaves, and keep field airflow open. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Peach___healthy,Peach,healthy,healthy,physiology,nursery,high,No chemical treatment required,Not applicable,0,0,0,0,0,Maintain balanced irrigation for Peach during nursery or early transplant stage.,"Continue scouting, remove dead leaves, and keep field airflow open.",No chemical intervention recommended.,Avoid unnecessary spraying when crop is healthy.,Escalate only if new lesions spread after re-scan.,"High risk detected in Peach during nursery or early transplant stage. Start with No chemical treatment required, follow continue scouting, remove dead leaves, and keep field airflow open., and review field in 48 hours.","आड़ू में नर्सरी अवस्था पर उच्च स्तर का जोखिम दिख रहा है। किसी रसायन की आवश्यकता नहीं से शुरुआत करें, निगरानी जारी रखें, सूखी पत्तियाँ हटाएँ और खेत में हवा का बहाव बनाए रखें। और 48 घंटे बाद खेत दोबारा देखें।","Peach में nursery or early transplant stage पर high स्तर के समस्या दिख रहल बा। पहिले No chemical treatment required से काम शुरू करीं, Continue scouting, remove dead leaves, and keep field airflow open. आ 48 घंटा बाद फेर जांच करीं।","ਆੜੂ ਵਿੱਚ ਨਰਸਰੀ ਅਵਸਥਾ ਦੌਰਾਨ ਉੱਚ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਕਿਸੇ ਰਸਾਇਣ ਦੀ ਲੋੜ ਨਹੀਂ ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਨਿਗਰਾਨੀ ਜਾਰੀ ਰੱਖੋ, ਸੁੱਕੇ ਪੱਤੇ ਹਟਾਓ ਅਤੇ ਖੇਤ ਵਿੱਚ ਹਵਾ ਦਾ ਵਹਾਅ ਬਣਾਈ ਰੱਖੋ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Peach मध्ये nursery or early transplant stage दरम्यान high पातळीचा धोका दिसतो आहे. No chemical treatment required पासून सुरुवात करा, Continue scouting, remove dead leaves, and keep field airflow open. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Peach___healthy,Peach,healthy,healthy,physiology,nursery,critical,No chemical treatment required,Not applicable,0,0,0,0,0,Maintain balanced irrigation for Peach during nursery or early transplant stage.,"Continue scouting, remove dead leaves, and keep field airflow open.",No chemical intervention recommended.,Avoid unnecessary spraying when crop is healthy.,Escalate only if new lesions spread after re-scan.,"Critical risk detected in Peach during nursery or early transplant stage. Start with No chemical treatment required, follow continue scouting, remove dead leaves, and keep field airflow open., and review field in 48 hours.","आड़ू में नर्सरी अवस्था पर गंभीर स्तर का जोखिम दिख रहा है। किसी रसायन की आवश्यकता नहीं से शुरुआत करें, निगरानी जारी रखें, सूखी पत्तियाँ हटाएँ और खेत में हवा का बहाव बनाए रखें। और 48 घंटे बाद खेत दोबारा देखें।","Peach में nursery or early transplant stage पर critical स्तर के समस्या दिख रहल बा। पहिले No chemical treatment required से काम शुरू करीं, Continue scouting, remove dead leaves, and keep field airflow open. आ 48 घंटा बाद फेर जांच करीं।","ਆੜੂ ਵਿੱਚ ਨਰਸਰੀ ਅਵਸਥਾ ਦੌਰਾਨ ਗੰਭੀਰ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਕਿਸੇ ਰਸਾਇਣ ਦੀ ਲੋੜ ਨਹੀਂ ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਨਿਗਰਾਨੀ ਜਾਰੀ ਰੱਖੋ, ਸੁੱਕੇ ਪੱਤੇ ਹਟਾਓ ਅਤੇ ਖੇਤ ਵਿੱਚ ਹਵਾ ਦਾ ਵਹਾਅ ਬਣਾਈ ਰੱਖੋ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Peach मध्ये nursery or early transplant stage दरम्यान critical पातळीचा धोका दिसतो आहे. No chemical treatment required पासून सुरुवात करा, Continue scouting, remove dead leaves, and keep field airflow open. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Peach___healthy,Peach,healthy,healthy,physiology,vegetative,low,No chemical treatment required,Not applicable,0,0,0,0,0,Maintain balanced irrigation for Peach during vegetative stage.,"Continue scouting, remove dead leaves, and keep field airflow open.",No chemical intervention recommended.,Avoid unnecessary spraying when crop is healthy.,Escalate only if new lesions spread after re-scan.,"Low risk detected in Peach during vegetative stage. Start with No chemical treatment required, follow continue scouting, remove dead leaves, and keep field airflow open., and review field in 48 hours.","आड़ू में वनस्पति अवस्था पर कम स्तर का जोखिम दिख रहा है। किसी रसायन की आवश्यकता नहीं से शुरुआत करें, निगरानी जारी रखें, सूखी पत्तियाँ हटाएँ और खेत में हवा का बहाव बनाए रखें। और 48 घंटे बाद खेत दोबारा देखें।","Peach में vegetative stage पर low स्तर के समस्या दिख रहल बा। पहिले No chemical treatment required से काम शुरू करीं, Continue scouting, remove dead leaves, and keep field airflow open. आ 48 घंटा बाद फेर जांच करीं।","ਆੜੂ ਵਿੱਚ ਵਿਕਾਸ ਅਵਸਥਾ ਦੌਰਾਨ ਘੱਟ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਕਿਸੇ ਰਸਾਇਣ ਦੀ ਲੋੜ ਨਹੀਂ ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਨਿਗਰਾਨੀ ਜਾਰੀ ਰੱਖੋ, ਸੁੱਕੇ ਪੱਤੇ ਹਟਾਓ ਅਤੇ ਖੇਤ ਵਿੱਚ ਹਵਾ ਦਾ ਵਹਾਅ ਬਣਾਈ ਰੱਖੋ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Peach मध्ये vegetative stage दरम्यान low पातळीचा धोका दिसतो आहे. No chemical treatment required पासून सुरुवात करा, Continue scouting, remove dead leaves, and keep field airflow open. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Peach___healthy,Peach,healthy,healthy,physiology,vegetative,medium,No chemical treatment required,Not applicable,0,0,0,0,0,Maintain balanced irrigation for Peach during vegetative stage.,"Continue scouting, remove dead leaves, and keep field airflow open.",No chemical intervention recommended.,Avoid unnecessary spraying when crop is healthy.,Escalate only if new lesions spread after re-scan.,"Medium risk detected in Peach during vegetative stage. Start with No chemical treatment required, follow continue scouting, remove dead leaves, and keep field airflow open., and review field in 48 hours.","आड़ू में वनस्पति अवस्था पर मध्यम स्तर का जोखिम दिख रहा है। किसी रसायन की आवश्यकता नहीं से शुरुआत करें, निगरानी जारी रखें, सूखी पत्तियाँ हटाएँ और खेत में हवा का बहाव बनाए रखें। और 48 घंटे बाद खेत दोबारा देखें।","Peach में vegetative stage पर medium स्तर के समस्या दिख रहल बा। पहिले No chemical treatment required से काम शुरू करीं, Continue scouting, remove dead leaves, and keep field airflow open. आ 48 घंटा बाद फेर जांच करीं।","ਆੜੂ ਵਿੱਚ ਵਿਕਾਸ ਅਵਸਥਾ ਦੌਰਾਨ ਦਰਮਿਆਨਾ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਕਿਸੇ ਰਸਾਇਣ ਦੀ ਲੋੜ ਨਹੀਂ ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਨਿਗਰਾਨੀ ਜਾਰੀ ਰੱਖੋ, ਸੁੱਕੇ ਪੱਤੇ ਹਟਾਓ ਅਤੇ ਖੇਤ ਵਿੱਚ ਹਵਾ ਦਾ ਵਹਾਅ ਬਣਾਈ ਰੱਖੋ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Peach मध्ये vegetative stage दरम्यान medium पातळीचा धोका दिसतो आहे. No chemical treatment required पासून सुरुवात करा, Continue scouting, remove dead leaves, and keep field airflow open. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Peach___healthy,Peach,healthy,healthy,physiology,vegetative,high,No chemical treatment required,Not applicable,0,0,0,0,0,Maintain balanced irrigation for Peach during vegetative stage.,"Continue scouting, remove dead leaves, and keep field airflow open.",No chemical intervention recommended.,Avoid unnecessary spraying when crop is healthy.,Escalate only if new lesions spread after re-scan.,"High risk detected in Peach during vegetative stage. Start with No chemical treatment required, follow continue scouting, remove dead leaves, and keep field airflow open., and review field in 48 hours.","आड़ू में वनस्पति अवस्था पर उच्च स्तर का जोखिम दिख रहा है। किसी रसायन की आवश्यकता नहीं से शुरुआत करें, निगरानी जारी रखें, सूखी पत्तियाँ हटाएँ और खेत में हवा का बहाव बनाए रखें। और 48 घंटे बाद खेत दोबारा देखें।","Peach में vegetative stage पर high स्तर के समस्या दिख रहल बा। पहिले No chemical treatment required से काम शुरू करीं, Continue scouting, remove dead leaves, and keep field airflow open. आ 48 घंटा बाद फेर जांच करीं।","ਆੜੂ ਵਿੱਚ ਵਿਕਾਸ ਅਵਸਥਾ ਦੌਰਾਨ ਉੱਚ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਕਿਸੇ ਰਸਾਇਣ ਦੀ ਲੋੜ ਨਹੀਂ ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਨਿਗਰਾਨੀ ਜਾਰੀ ਰੱਖੋ, ਸੁੱਕੇ ਪੱਤੇ ਹਟਾਓ ਅਤੇ ਖੇਤ ਵਿੱਚ ਹਵਾ ਦਾ ਵਹਾਅ ਬਣਾਈ ਰੱਖੋ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Peach मध्ये vegetative stage दरम्यान high पातळीचा धोका दिसतो आहे. No chemical treatment required पासून सुरुवात करा, Continue scouting, remove dead leaves, and keep field airflow open. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Peach___healthy,Peach,healthy,healthy,physiology,vegetative,critical,No chemical treatment required,Not applicable,0,0,0,0,0,Maintain balanced irrigation for Peach during vegetative stage.,"Continue scouting, remove dead leaves, and keep field airflow open.",No chemical intervention recommended.,Avoid unnecessary spraying when crop is healthy.,Escalate only if new lesions spread after re-scan.,"Critical risk detected in Peach during vegetative stage. Start with No chemical treatment required, follow continue scouting, remove dead leaves, and keep field airflow open., and review field in 48 hours.","आड़ू में वनस्पति अवस्था पर गंभीर स्तर का जोखिम दिख रहा है। किसी रसायन की आवश्यकता नहीं से शुरुआत करें, निगरानी जारी रखें, सूखी पत्तियाँ हटाएँ और खेत में हवा का बहाव बनाए रखें। और 48 घंटे बाद खेत दोबारा देखें।","Peach में vegetative stage पर critical स्तर के समस्या दिख रहल बा। पहिले No chemical treatment required से काम शुरू करीं, Continue scouting, remove dead leaves, and keep field airflow open. आ 48 घंटा बाद फेर जांच करीं।","ਆੜੂ ਵਿੱਚ ਵਿਕਾਸ ਅਵਸਥਾ ਦੌਰਾਨ ਗੰਭੀਰ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਕਿਸੇ ਰਸਾਇਣ ਦੀ ਲੋੜ ਨਹੀਂ ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਨਿਗਰਾਨੀ ਜਾਰੀ ਰੱਖੋ, ਸੁੱਕੇ ਪੱਤੇ ਹਟਾਓ ਅਤੇ ਖੇਤ ਵਿੱਚ ਹਵਾ ਦਾ ਵਹਾਅ ਬਣਾਈ ਰੱਖੋ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Peach मध्ये vegetative stage दरम्यान critical पातळीचा धोका दिसतो आहे. No chemical treatment required पासून सुरुवात करा, Continue scouting, remove dead leaves, and keep field airflow open. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Peach___healthy,Peach,healthy,healthy,physiology,flowering_fruiting,low,No chemical treatment required,Not applicable,0,0,0,0,0,Maintain balanced irrigation for Peach during flowering or fruiting stage.,"Continue scouting, remove dead leaves, and keep field airflow open.",No chemical intervention recommended.,Avoid unnecessary spraying when crop is healthy.,Escalate only if new lesions spread after re-scan.,"Low risk detected in Peach during flowering or fruiting stage. Start with No chemical treatment required, follow continue scouting, remove dead leaves, and keep field airflow open., and review field in 48 hours.","आड़ू में fकमering or fruiting stage पर कम स्तर का जोखिम दिख रहा है। किसी रसायन की आवश्यकता नहीं से शुरुआत करें, निगरानी जारी रखें, सूखी पत्तियाँ हटाएँ और खेत में हवा का बहाव बनाए रखें। और 48 घंटे बाद खेत दोबारा देखें।","Peach में flowering or fruiting stage पर low स्तर के समस्या दिख रहल बा। पहिले No chemical treatment required से काम शुरू करीं, Continue scouting, remove dead leaves, and keep field airflow open. आ 48 घंटा बाद फेर जांच करीं।","ਆੜੂ ਵਿੱਚ fਘੱਟering or fruiting stage ਦੌਰਾਨ ਘੱਟ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਕਿਸੇ ਰਸਾਇਣ ਦੀ ਲੋੜ ਨਹੀਂ ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਨਿਗਰਾਨੀ ਜਾਰੀ ਰੱਖੋ, ਸੁੱਕੇ ਪੱਤੇ ਹਟਾਓ ਅਤੇ ਖੇਤ ਵਿੱਚ ਹਵਾ ਦਾ ਵਹਾਅ ਬਣਾਈ ਰੱਖੋ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Peach मध्ये flowering or fruiting stage दरम्यान low पातळीचा धोका दिसतो आहे. No chemical treatment required पासून सुरुवात करा, Continue scouting, remove dead leaves, and keep field airflow open. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Peach___healthy,Peach,healthy,healthy,physiology,flowering_fruiting,medium,No chemical treatment required,Not applicable,0,0,0,0,0,Maintain balanced irrigation for Peach during flowering or fruiting stage.,"Continue scouting, remove dead leaves, and keep field airflow open.",No chemical intervention recommended.,Avoid unnecessary spraying when crop is healthy.,Escalate only if new lesions spread after re-scan.,"Medium risk detected in Peach during flowering or fruiting stage. Start with No chemical treatment required, follow continue scouting, remove dead leaves, and keep field airflow open., and review field in 48 hours.","आड़ू में fकमering or fruiting stage पर मध्यम स्तर का जोखिम दिख रहा है। किसी रसायन की आवश्यकता नहीं से शुरुआत करें, निगरानी जारी रखें, सूखी पत्तियाँ हटाएँ और खेत में हवा का बहाव बनाए रखें। और 48 घंटे बाद खेत दोबारा देखें।","Peach में flowering or fruiting stage पर medium स्तर के समस्या दिख रहल बा। पहिले No chemical treatment required से काम शुरू करीं, Continue scouting, remove dead leaves, and keep field airflow open. आ 48 घंटा बाद फेर जांच करीं।","ਆੜੂ ਵਿੱਚ fਘੱਟering or fruiting stage ਦੌਰਾਨ ਦਰਮਿਆਨਾ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਕਿਸੇ ਰਸਾਇਣ ਦੀ ਲੋੜ ਨਹੀਂ ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਨਿਗਰਾਨੀ ਜਾਰੀ ਰੱਖੋ, ਸੁੱਕੇ ਪੱਤੇ ਹਟਾਓ ਅਤੇ ਖੇਤ ਵਿੱਚ ਹਵਾ ਦਾ ਵਹਾਅ ਬਣਾਈ ਰੱਖੋ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Peach मध्ये flowering or fruiting stage दरम्यान medium पातळीचा धोका दिसतो आहे. No chemical treatment required पासून सुरुवात करा, Continue scouting, remove dead leaves, and keep field airflow open. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Peach___healthy,Peach,healthy,healthy,physiology,flowering_fruiting,high,No chemical treatment required,Not applicable,0,0,0,0,0,Maintain balanced irrigation for Peach during flowering or fruiting stage.,"Continue scouting, remove dead leaves, and keep field airflow open.",No chemical intervention recommended.,Avoid unnecessary spraying when crop is healthy.,Escalate only if new lesions spread after re-scan.,"High risk detected in Peach during flowering or fruiting stage. Start with No chemical treatment required, follow continue scouting, remove dead leaves, and keep field airflow open., and review field in 48 hours.","आड़ू में fकमering or fruiting stage पर उच्च स्तर का जोखिम दिख रहा है। किसी रसायन की आवश्यकता नहीं से शुरुआत करें, निगरानी जारी रखें, सूखी पत्तियाँ हटाएँ और खेत में हवा का बहाव बनाए रखें। और 48 घंटे बाद खेत दोबारा देखें।","Peach में flowering or fruiting stage पर high स्तर के समस्या दिख रहल बा। पहिले No chemical treatment required से काम शुरू करीं, Continue scouting, remove dead leaves, and keep field airflow open. आ 48 घंटा बाद फेर जांच करीं।","ਆੜੂ ਵਿੱਚ fਘੱਟering or fruiting stage ਦੌਰਾਨ ਉੱਚ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਕਿਸੇ ਰਸਾਇਣ ਦੀ ਲੋੜ ਨਹੀਂ ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਨਿਗਰਾਨੀ ਜਾਰੀ ਰੱਖੋ, ਸੁੱਕੇ ਪੱਤੇ ਹਟਾਓ ਅਤੇ ਖੇਤ ਵਿੱਚ ਹਵਾ ਦਾ ਵਹਾਅ ਬਣਾਈ ਰੱਖੋ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Peach मध्ये flowering or fruiting stage दरम्यान high पातळीचा धोका दिसतो आहे. No chemical treatment required पासून सुरुवात करा, Continue scouting, remove dead leaves, and keep field airflow open. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
disease_protocol,Peach___healthy,Peach,healthy,healthy,physiology,flowering_fruiting,critical,No chemical treatment required,Not applicable,0,0,0,0,0,Maintain balanced irrigation for Peach during flowering or fruiting stage.,"Continue scouting, remove dead leaves, and keep field airflow open.",No chemical intervention recommended.,Avoid unnecessary spraying when crop is healthy.,Escalate only if new lesions spread after re-scan.,"Critical risk detected in Peach during flowering or fruiting stage. Start with No chemical treatment required, follow continue scouting, remove dead leaves, and keep field airflow open., and review field in 48 hours.","आड़ू में fकमering or fruiting stage पर गंभीर स्तर का जोखिम दिख रहा है। किसी रसायन की आवश्यकता नहीं से शुरुआत करें, निगरानी जारी रखें, सूखी पत्तियाँ हटाएँ और खेत में हवा का बहाव बनाए रखें। और 48 घंटे बाद खेत दोबारा देखें।","Peach में flowering or fruiting stage पर critical स्तर के समस्या दिख रहल बा। पहिले No chemical treatment required से काम शुरू करीं, Continue scouting, remove dead leaves, and keep field airflow open. आ 48 घंटा बाद फेर जांच करीं।","ਆੜੂ ਵਿੱਚ fਘੱਟering or fruiting stage ਦੌਰਾਨ ਗੰਭੀਰ ਪੱਧਰ ਦਾ ਖਤਰਾ ਦਿੱਸ ਰਿਹਾ ਹੈ। ਕਿਸੇ ਰਸਾਇਣ ਦੀ ਲੋੜ ਨਹੀਂ ਨਾਲ ਸ਼ੁਰੂ ਕਰੋ, ਨਿਗਰਾਨੀ ਜਾਰੀ ਰੱਖੋ, ਸੁੱਕੇ ਪੱਤੇ ਹਟਾਓ ਅਤੇ ਖੇਤ ਵਿੱਚ ਹਵਾ ਦਾ ਵਹਾਅ ਬਣਾਈ ਰੱਖੋ। ਅਤੇ 48 ਘੰਟਿਆਂ ਬਾਅਦ ਖੇਤ ਮੁੜ ਵੇਖੋ।","Peach मध्ये flowering or fruiting stage दरम्यान critical पातळीचा धोका दिसतो आहे. No chemical treatment required पासून सुरुवात करा, Continue scouting, remove dead leaves, and keep field airflow open. आणि 48 तासांनी पुन्हा पाहणी करा.",generated_baseline,synthetic_foundation,needs_agronomist_review
